"","year","number","day","month","duration","frame","place","region","goal","form","part","noorg","smorl","psmorl","smon","psmon","union","church","sdp","cp","green","centmodr","right","establ","left","reaction","arrested","wounded","instit","ac","ic","numberac","city","numberic","multeven","c","smo1","smo2","smo3","country","sform","nsm","sgoal","part2","union2","church2","sdp2","left2","centmod2","cp2","green2","establ2","fascrac","cmfinal","sform2","partpm"
"3601",87,9,20,1,1,"national","large city",322,"regionale Emanzipati","manifestation, march",1000,0,0,0,1,0,"yes","no",0,0,0,0,0,0,0,40,0,0,NA,NA,NA,NA,322,NA,1,87009,NA,NA,NA,"france","demonstrative",0,"regionalist movement",1000,1,0,0,0,0,0,0,0,0,0,"demonstrative",18.7617260787993
"3602",87,10,20,1,1,"national","large city",322,"regionale Emanzipati","attentat, incendie c",5,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,322,NA,4,87010,NA,NA,NA,"france","heavy violence",0,"regionalist movement",5,0,0,0,0,0,0,0,0,0,0,"heavy violence",0.0938086303939965
"3603",87,14,27,1,1,"national","small town or countr",324,"regionale Emanzipati","attentat, incendie c",5,0,1,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87014,NA,NA,NA,"france","heavy violence",0,"regionalist movement",5,0,0,0,0,0,0,0,0,0,0,"heavy violence",0.0938086303939965
"3604",87,15,27,1,1,"local","large city",301,"gegen Rassismus","manifestation, march",250,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","yes, other event","no",3924,301,NA,1,87015,NA,NA,NA,"france","demonstrative",1,"anti-racism",250,0,0,0,0,0,0,0,0,0,0,"demonstrative",4.69043151969979
"3605",87,16,27,1,1,"local","large city",301,"gegen Rassismus","campagne collection",NA,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","yes, other event","no",3924,301,NA,1,87016,NA,NA,NA,"france","demonstrative",1,"anti-racism",1107,0,0,0,0,0,0,0,0,0,0,"petitions",20.7692307692308
"3606",87,17,3,2,1,"national","medium-sized town",316,"andere Bildungsfrage","manifestation, march",5000,0,0,0,0,0,"yes","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,316,NA,1,87017,NA,NA,NA,"france","demonstrative",0,"education",5000,1,0,0,0,0,0,0,0,0,0,"demonstrative",93.8086303939963
"3607",87,18,6,2,1,"national","large city",301,"andere Bildungsfrage","manifestation, march",8000,0,0,0,0,0,"yes","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,301,NA,1,87018,NA,NA,NA,"france","demonstrative",0,"education",8000,1,0,0,0,0,0,0,0,0,0,"demonstrative",150.093808630395
"3608",87,19,6,2,1,"national",NA,NA,"andere Bildungsfrage","manifestation, march",30000,0,0,0,0,0,"yes","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,9,87019,NA,NA,NA,"france","demonstrative",0,"education",30000,1,0,0,0,0,0,0,0,0,0,"demonstrative",562.851782363978
"3609",87,20,24,2,1,"national","small town or countr",316,"Bauernmobilisierung","blocus ou autres for",NA,0,0,0,0,0,"yes","no",0,0,0,0,0,0,0,40,0,0,NA,NA,NA,NA,NA,NA,1,87020,NA,NA,NA,"france","confrontative",0,"farmers",200,1,0,0,0,0,0,0,0,0,0,"confrontative",3.75234521575984
"3610",87,21,24,2,1,"national","small town or countr",316,"Bauernmobilisierung","attentat, incendie c",5,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87021,NA,NA,NA,"france","heavy violence",0,"farmers",5,0,0,0,0,0,0,0,0,0,0,"heavy violence",0.0938086303939965
"3611",87,22,3,3,1,"national","large city",322,"regionale Emanzipati","attentat, incendie c",7,0,1,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,1,NA,NA,NA,NA,323,NA,1,87022,NA,NA,NA,"france","heavy violence",0,"regionalist movement",7,0,0,0,0,0,0,0,0,0,0,"heavy violence",0.131332082551594
"3612",87,23,17,3,1,"national","large city",301,"anderes Solidarit0ts","manifestation, march",30000,0,0,0,1,0,"yes","no",1,1,0,0,0,0,0,60,0,0,"no","yes, other event","yes",3451,301,3450,1,87023,3400,3401,NA,"france","demonstrative",1,"other solidarity mov",30000,1,0,1,0,0,1,0,0,0,0,"demonstrative",562.851782363978
"3613",87,24,24,3,1,"national","large city",301,"Soziale Sicherheit","manifestation, march",2e+05,0,0,0,0,0,"yes","no",0,1,0,0,0,0,0,60,0,0,NA,NA,NA,NA,301,NA,1,87024,NA,NA,NA,"france","demonstrative",0,"labor movement",2e+05,1,0,0,0,0,1,0,0,0,0,"demonstrative",3752.34521575985
"3614",87,25,24,3,1,"national","large city",301,"andere Bildungsfrage","manifestation, march",300,0,0,0,0,0,"yes","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,301,NA,1,87025,NA,NA,NA,"france","demonstrative",0,"education",300,1,0,0,0,0,0,0,0,0,0,"demonstrative",5.62851782363979
"3615",87,26,10,3,9,"local","small town or countr",301,"religi0se Bewegung","occupation lieux",5,0,0,0,0,0,"no","yes",0,0,0,0,0,0,0,40,0,0,NA,NA,NA,NA,NA,NA,1,87026,NA,NA,NA,"france","confrontative",0,"other right",5,0,1,0,0,0,0,0,0,0,0,"confrontative",0.0938086303939965
"3616",87,27,7,4,1,"national","large city",302,"Gegenmobilisierung S","manifestation, march",20000,0,0,0,0,0,"no","no",0,0,0,0,1,0,0,60,0,0,NA,NA,NA,NA,302,NA,1,87027,NA,NA,NA,"france","demonstrative",0,"right-wing extremism",20000,0,0,0,0,0,0,0,0,1,0,"demonstrative",375.234521575985
"3617",87,28,7,4,1,"national","large city",302,"gegen Rassismus","violence contre pers",200,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,42,0,2,"no","no","no",NA,302,NA,1,87028,NA,NA,NA,"france","heavy violence",1,"anti-racism",200,0,0,0,0,0,0,0,0,0,0,"heavy violence",3.75234521575984
"3618",87,29,7,4,1,"local","small town or countr",301,"religi0se Bewegung","autres confrontative",2000,0,0,0,0,0,"no","yes",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87029,NA,NA,NA,"france","confrontative",0,"other right",2000,0,1,0,0,0,0,0,0,0,0,"confrontative",37.5234521575979
"3619",87,30,21,4,9,"local","small town or countr",301,"religi0se Bewegung","occupation lieux",NA,0,0,0,0,0,"no","yes",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87030,NA,NA,NA,"france","confrontative",0,"other right",50,0,1,0,0,0,0,0,0,0,0,"confrontative",0.938086303939962
"3620",87,31,21,4,9,"national",NA,NA,"Universit0ten, Stude","boycottage",NA,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87031,NA,NA,NA,"france","confrontative",0,"student movement",500,0,0,0,0,0,0,0,0,0,0,"confrontative",9.38086303939963
"3621",87,32,21,4,1,"national","large city",301,"Universit0ten, Stude","autres confrontative",NA,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,301,NA,1,87032,NA,NA,NA,"france","confrontative",0,"student movement",40,0,0,0,0,0,0,0,0,0,0,"confrontative",0.75046904315197
"3622",87,33,21,4,1,"national","large city",301,"Universit0ten, Stude","manifestation, march",NA,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,301,NA,1,87033,NA,NA,NA,"france","demonstrative",0,"student movement",1100,0,0,0,0,0,0,0,0,0,0,"demonstrative",20.6378986866792
"3623",87,34,28,4,1,"national","large city",301,"gegen Atomenergie","manifestation, march",200,0,1,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","yes, other event","yes",3822,301,3635,1,87034,3232,NA,NA,"france","demonstrative",1,"anti-nuclear movemen",200,0,0,0,0,0,0,0,0,0,0,"demonstrative",3.75234521575984
"3624",87,35,28,4,1,"national","large city",303,"gegen Atomenergie","manifestation, march",NA,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","yes, other event","yes",3822,303,3230,1,87035,NA,NA,NA,"france","demonstrative",1,"anti-nuclear movemen",1100,0,0,0,0,0,0,0,0,0,0,"demonstrative",20.6378986866792
"3625",87,36,28,4,1,"national","small town or countr",303,"gegen Atomenergie","manifestation, march",NA,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","yes, other event","yes",3822,NA,3203,1,87036,NA,NA,NA,"france","demonstrative",1,"anti-nuclear movemen",1100,0,0,0,0,0,0,0,0,0,0,"demonstrative",20.6378986866792
"3626",87,37,28,4,1,"national","small town or countr",314,"gegen Atomenergie","r0union protestation",200,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","yes, other event","yes",3822,NA,3755,1,87037,NA,NA,NA,"france","demonstrative",1,"anti-nuclear movemen",200,0,0,0,0,0,0,0,0,0,0,"demonstrative",3.75234521575984
"3627",87,38,28,4,1,"national","small town or countr",310,"gegen Atomenergie","r0union protestation",3500,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","yes, other event","yes",3822,359,3280,1,87038,NA,NA,NA,"france","demonstrative",1,"anti-nuclear movemen",3500,0,0,0,0,0,0,0,0,0,0,"demonstrative",65.6660412757979
"3628",87,39,28,4,1,"national","small town or countr",310,"gegen Atomenergie","manifestation, march",3500,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","yes, other event","yes",3822,359,3280,1,87039,NA,NA,NA,"france","demonstrative",1,"anti-nuclear movemen",3500,0,0,0,0,0,0,0,0,0,0,"demonstrative",65.6660412757979
"3629",87,40,28,4,1,"national","small town or countr",310,"gegen Atomenergie","autres actions symbo",3500,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","yes, other event","yes",3822,359,3280,1,87040,NA,NA,NA,"france","demonstrative",1,"anti-nuclear movemen",3500,0,0,0,0,0,0,0,0,0,0,"demonstrative",65.6660412757979
"3630",87,41,28,4,1,"national","small town or countr",310,"gegen Atomenergie","autres actions symbo",3500,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","yes, other event","yes",3822,359,3280,1,87041,NA,NA,NA,"france","demonstrative",1,"anti-nuclear movemen",3500,0,0,0,0,0,0,0,0,0,0,"demonstrative",65.6660412757979
"3631",87,42,12,5,1,"national","large city",303,"Gegenmobilisierung S","manifestation, march",50,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,303,NA,1,87042,NA,NA,NA,"france","demonstrative",0,"right-wing extremism",50,0,0,0,0,0,0,0,0,1,0,"demonstrative",0.938086303939962
"3632",87,43,12,5,1,"national","large city",303,"anderes Solidarit0ts","autres assimilatives",60,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","no",NA,303,NA,1,87043,NA,NA,NA,"france","demonstrative",1,"other solidarity mov",60,0,0,0,0,0,0,0,0,0,0,"demonstrative",1.12570356472794
"3633",87,44,12,5,1,"regional","small town or countr",313,"anderes","manifestation, march",200,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87044,NA,NA,NA,"france","demonstrative",0,"other goals",200,0,0,0,0,0,0,0,0,0,0,"demonstrative",3.75234521575984
"3634",87,45,12,5,1,"local","large city",302,"Gegenmobilisierung S","attentat, incendie c",5,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,3,NA,NA,NA,NA,302,NA,1,87045,NA,NA,NA,"france","heavy violence",0,"right-wing extremism",5,0,0,0,0,0,0,0,0,1,0,"heavy violence",0.0938086303939965
"3635",87,46,19,5,1,"national","small town or countr",313,"Bauernmobilisierung","blocus ou autres for",NA,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87046,NA,NA,NA,"france","confrontative",0,"farmers",200,0,0,0,0,0,0,0,0,0,0,"confrontative",3.75234521575984
"3636",87,47,19,5,1,"national","large city",301,"Universit0ten, Stude","occupation lieux",300,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,301,NA,1,87047,NA,NA,NA,"france","confrontative",0,"student movement",300,0,0,0,0,0,0,0,0,0,0,"confrontative",5.62851782363979
"3637",87,48,19,5,1,"national","small town or countr",316,"regionale Emanzipati","manifestation, march",1000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87048,NA,NA,NA,"france","demonstrative",0,"regionalist movement",1000,0,0,0,0,0,0,0,0,0,0,"demonstrative",18.7617260787993
"3638",87,49,26,5,1,"regional","small town or countr",301,"anderes","destruction limit0e",50,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87049,NA,NA,NA,"france","light violence",0,"other goals",50,0,0,0,0,0,0,0,0,0,0,"light violence",0.938086303939962
"3639",87,50,26,5,1,"regional","small town or countr",301,"anderes","autres confrontative",NA,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87050,NA,NA,NA,"france","light violence",0,"other goals",200,0,0,0,0,0,0,0,0,0,0,"light violence",3.75234521575984
"3640",87,51,26,5,1,"regional","small town or countr",301,"anderes","autres confrontative",NA,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87051,NA,NA,NA,"france","confrontative",0,"other goals",40,0,0,0,0,0,0,0,0,0,0,"confrontative",0.75046904315197
"3641",87,52,26,5,1,"national","large city",301,"Universit0ten, Stude","autres confrontative",NA,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,41,0,0,NA,NA,NA,NA,301,NA,1,87052,NA,NA,NA,"france","light violence",0,"student movement",200,0,0,0,0,0,0,0,0,0,0,"light violence",3.75234521575984
"3642",87,53,26,5,1,"national","small town or countr",301,"Soziale Sicherheit","r0union protestation",80000,0,0,0,0,0,"no","no",0,0,0,0,0,1,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87053,NA,NA,NA,"france","demonstrative",0,"labor movement",80000,0,0,0,0,0,0,0,1,0,0,"demonstrative",1500.93808630393
"3643",87,54,2,6,1,"international","small town or countr",302,"gegen spezifische po","manifestation, march",1000,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,41,0,0,"no","no","no",NA,327,NA,1,87054,3400,NA,NA,"france","demonstrative",1,"other solidarity mov",1000,0,0,1,0,0,0,0,0,0,0,"demonstrative",18.7617260787993
"3644",87,55,16,6,1,"regional","small town or countr",314,"anderes Solidarit0ts","manifestation, march",800,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","no",NA,NA,NA,1,87055,3401,NA,NA,"france","demonstrative",1,"other solidarity mov",800,0,0,0,0,0,1,0,0,0,0,"demonstrative",15.0093808630394
"3645",87,56,23,6,1,"national","small town or countr",301,"gegen Rassismus","fete avec significat",150000,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","no",NA,NA,NA,1,87056,3400,NA,NA,"france","demonstrative",1,"anti-racism",150000,0,0,1,0,0,0,0,0,0,0,"festivals",2814.25891181989
"3646",87,57,23,6,1,"international","large city",301,"gegen Atomenergie","manifestation, march",8000,0,0,0,0,0,"no","no",0,0,1,0,0,0,1,60,0,0,"no","no","no",NA,301,NA,1,87057,NA,NA,NA,"france","demonstrative",1,"anti-nuclear movemen",8000,0,0,0,1,0,0,1,0,0,0,"demonstrative",150.093808630395
"3647",87,58,30,6,1,"national",NA,NA,"anderes Solidarit0ts","publication pour act",1,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","no",NA,NA,NA,1,87058,3448,NA,NA,"france","conventional",1,"other solidarity mov",1,0,0,0,0,0,0,0,0,0,0,"conventional",0.0187617260787992
"3648",87,59,30,6,1,"national","small town or countr",315,"gegen Atomenergie","r0union protestation",1000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","yes",NA,NA,3710,1,87059,NA,NA,NA,"france","demonstrative",1,"anti-nuclear movemen",1000,0,0,0,0,0,0,0,0,0,0,"demonstrative",18.7617260787993
"3649",87,60,30,6,1,"national","small town or countr",315,"gegen Atomenergie","vol, cambriolage",5,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,43,0,0,"no","no","yes",NA,NA,3735,1,87060,NA,NA,NA,"france","light violence",1,"anti-nuclear movemen",5,0,0,0,0,0,0,0,0,0,0,"light violence",0.0938086303939965
"3650",87,61,7,7,1,"national","small town or countr",324,"regionale Emanzipati","attentat, incendie c",5,0,1,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,1,NA,NA,NA,NA,NA,NA,3,87061,NA,NA,NA,"france","heavy violence",0,"regionalist movement",5,0,0,0,0,0,0,0,0,0,0,"heavy violence",0.0938086303939965
"3651",87,64,14,7,1,"national","small town or countr",301,"regionale Emanzipati","attentat, incendie c",5,0,1,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87064,NA,NA,NA,"france","heavy violence",0,"regionalist movement",5,0,0,0,0,0,0,0,0,0,0,"heavy violence",0.0938086303939965
"3652",87,65,14,7,1,"international","large city",301,"Ausl0ndermoblisierun","r0union protestation",NA,0,1,0,0,0,"no","no",0,0,0,0,0,0,0,41,0,0,NA,NA,NA,NA,301,NA,1,87065,NA,NA,NA,"france","demonstrative",0,"foreigners",650,0,0,0,0,0,0,0,0,0,0,"demonstrative",12.1951219512195
"3653",87,66,21,7,1,"local","small town or countr",311,"Justiz/Polizei links","autres confrontative",40,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,40,0,0,NA,NA,NA,NA,NA,NA,1,87066,NA,NA,NA,"france","confrontative",0,"civil rights",40,0,0,0,0,0,0,0,0,0,0,"confrontative",0.75046904315197
"3654",87,67,21,7,1,"local","small town or countr",311,"Justiz/Polizei links","attentat, incendie c",5,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,40,0,0,NA,NA,NA,NA,NA,NA,1,87067,NA,NA,NA,"france","heavy violence",0,"civil rights",5,0,0,0,0,0,0,0,0,0,0,"heavy violence",0.0938086303939965
"3655",87,68,21,7,1,"national","large city",324,"regionale Emanzipati","blocus ou autres for",200,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,324,NA,1,87068,NA,NA,NA,"france","confrontative",0,"regionalist movement",200,0,0,0,0,0,0,0,0,0,0,"confrontative",3.75234521575984
"3656",87,69,28,7,1,"national","small town or countr",322,"regionale Emanzipati","attentat, incendie c",8,0,1,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87069,NA,NA,NA,"france","heavy violence",0,"regionalist movement",8,0,0,0,0,0,0,0,0,0,0,"heavy violence",0.150093808630393
"3657",87,71,4,8,1,"international",NA,NA,"f0r Menschenrechte ""","publication pour act",1,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","no",NA,NA,NA,1,87071,3454,NA,NA,"france","conventional",1,"other solidarity mov",1,0,0,0,0,0,0,0,0,0,0,"conventional",0.0187617260787992
"3658",87,72,4,8,9,NA,NA,NA,"Natur- und Landschaf","autres assimilatives",30,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","no",NA,NA,NA,1,87072,NA,NA,NA,"france","demonstrative",1,"ecology movement",30,0,0,0,0,0,0,0,0,0,0,"demonstrative",0.562851782363977
"3659",87,73,4,8,5,"national","small town or countr",303,"gegen Atomenergie","manifestation, march",50,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","yes, other event","yes",3236,330,3230,1,87073,NA,NA,NA,"france","demonstrative",1,"anti-nuclear movemen",50,0,0,0,0,0,0,0,0,0,0,"demonstrative",0.938086303939962
"3660",87,74,4,8,1,"national","small town or countr",303,"gegen Atomenergie","autres assimilatives",50,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","yes, other event","yes",3236,330,3230,1,87074,NA,NA,NA,"france","demonstrative",1,"anti-nuclear movemen",50,0,0,0,0,0,0,0,0,0,0,"demonstrative",0.938086303939962
"3661",87,75,11,8,1,"national","small town or countr",322,"regionale Emanzipati","attentat, incendie c",5,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87075,NA,NA,NA,"france","heavy violence",0,"regionalist movement",5,0,0,0,0,0,0,0,0,0,0,"heavy violence",0.0938086303939965
"3662",87,76,11,8,1,"national","small town or countr",322,"regionale Emanzipati","violence contre pers",NA,0,1,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,1,NA,NA,NA,NA,NA,NA,1,87076,NA,NA,NA,"france","heavy violence",0,"regionalist movement",5,0,0,0,0,0,0,0,0,0,0,"heavy violence",0.0938086303939965
"3663",87,77,11,8,1,"local","small town or countr",313,"anderes","manifestation, march",150,0,1,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87077,NA,NA,NA,"france","demonstrative",0,"other goals",150,0,0,0,0,0,0,0,0,0,0,"demonstrative",2.8142589118199
"3664",87,78,11,8,1,"local","small town or countr",313,"anderes","campagne collection",500,0,1,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87078,NA,NA,NA,"france","demonstrative",0,"other goals",500,0,0,0,0,0,0,0,0,0,0,"petitions",9.38086303939963
"3665",87,81,25,8,1,"local","small town or countr",308,"Gegenmobilisierung S","violence contre pers",3,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,41,3,1,NA,NA,NA,NA,NA,NA,1,87081,NA,NA,NA,"france","heavy violence",0,"right-wing extremism",3,0,0,0,0,0,0,0,0,1,0,"heavy violence",0.0562851782363986
"3666",87,84,29,9,1,"national","large city",324,"regionale Emanzipati","manifestation, march",1500,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,41,0,0,NA,NA,NA,NA,324,NA,1,87084,NA,NA,NA,"france","demonstrative",0,"regionalist movement",1500,0,0,0,0,0,0,0,0,0,0,"demonstrative",28.1425891181989
"3667",87,85,6,10,1,"national","large city",302,"anderes Solidarit0ts","manifestation, march",1000,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","no",NA,302,NA,1,87085,3400,3401,NA,"france","demonstrative",1,"other solidarity mov",1000,0,0,1,0,0,1,0,0,0,0,"demonstrative",18.7617260787993
"3668",87,86,6,10,1,"national","large city",322,"regionale Emanzipati","attentat, incendie c",5,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,2,NA,NA,NA,NA,323,NA,1,87086,NA,NA,NA,"france","heavy violence",0,"regionalist movement",5,0,0,0,0,0,0,0,0,0,0,"heavy violence",0.0938086303939965
"3669",87,87,20,10,1,"national","large city",301,"gegen Rassismus","autres assimilatives",NA,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","no",NA,301,NA,1,87087,NA,NA,NA,"france","demonstrative",1,"anti-racism",1175,0,0,0,0,0,0,0,0,0,0,"demonstrative",22.0450281425891
"3670",87,88,20,10,1,"national","small town or countr",322,"regionale Emanzipati","attentat, incendie c",7,0,1,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,2,87088,NA,NA,NA,"france","heavy violence",0,"regionalist movement",7,0,0,0,0,0,0,0,0,0,0,"heavy violence",0.131332082551594
"3671",87,90,20,10,1,"national","large city",322,"regionale Emanzipati","destruction limit0e",4,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,322,NA,1,87090,NA,NA,NA,"france","light violence",0,"regionalist movement",4,0,0,0,0,0,0,0,0,0,0,"light violence",0.0750469043151975
"3672",87,94,27,10,1,"national",NA,NA,"anderes Solidarit0ts","autres assimilatives",NA,0,0,0,1,0,"no","no",0,0,0,0,0,0,0,60,0,0,"no","no","no",NA,NA,NA,1,87094,3400,NA,NA,"france","demonstrative",1,"other solidarity mov",1175,0,0,1,0,0,0,0,0,0,0,"demonstrative",22.0450281425891
"3673",87,96,3,11,1,"local","small town or countr",301,"religi0se Bewegung","r0union protestation",NA,0,0,0,0,0,"no","yes",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87096,NA,NA,NA,"france","demonstrative",0,"other right",650,0,1,0,0,0,0,0,0,0,0,"demonstrative",12.1951219512195
"3674",87,98,10,11,1,"national","medium-sized town",308,"anderes Arbeiterbewe","manifestation, march",250,0,0,0,0,0,"yes","no",0,1,0,0,0,0,0,41,0,20,NA,NA,NA,NA,308,NA,1,87098,NA,NA,NA,"france","demonstrative",0,"labor movement",250,1,0,0,0,0,1,0,0,0,0,"demonstrative",4.69043151969979
"3675",87,99,24,11,1,"local","small town or countr",301,"Justiz/Polizei links","attentat, incendie c",20,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87099,NA,NA,NA,"france","heavy violence",0,"civil rights",20,0,0,0,0,0,0,0,0,0,0,"heavy violence",0.375234521575984
"3676",87,100,24,11,1,"national","small town or countr",320,"gegen Rassismus","manifestation, march",NA,0,0,0,1,0,"yes","no",1,0,0,0,0,0,0,60,0,0,"no","no","no",NA,NA,NA,1,87100,3400,3401,NA,"france","demonstrative",1,"anti-racism",1100,1,0,1,0,0,1,0,0,0,0,"demonstrative",20.6378986866792
"3677",87,101,24,11,1,"national","large city",301,"andere Bildungsfrage","manifestation, march",30000,0,0,0,0,0,"yes","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,301,NA,1,87101,NA,NA,NA,"france","demonstrative",0,"education",30000,1,0,0,0,0,0,0,0,0,0,"demonstrative",562.851782363978
"3678",87,102,28,11,1,"national","large city",301,"andere Bildungsfrage","manifestation, march",5000,0,0,0,0,0,"yes","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,301,NA,1,87102,3754,NA,NA,"france","demonstrative",0,"education",5000,1,0,0,0,0,0,0,0,0,0,"demonstrative",93.8086303939963
"3679",87,103,28,11,9,"national","small town or countr",316,"andere Bildungsfrage","boycottage",NA,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87103,NA,NA,NA,"france","confrontative",0,"education",500,0,0,0,0,0,0,0,0,0,0,"confrontative",9.38086303939963
"3680",87,104,28,11,1,"national","small town or countr",316,"andere Bildungsfrage","manifestation, march",2000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87104,NA,NA,NA,"france","demonstrative",0,"education",2000,0,0,0,0,0,0,0,0,0,0,"demonstrative",37.5234521575979
"3681",87,105,28,11,1,"national","small town or countr",309,"andere Bildungsfrage","manifestation, march",1000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87105,NA,NA,NA,"france","demonstrative",0,"education",1000,0,0,0,0,0,0,0,0,0,0,"demonstrative",18.7617260787993
"3682",87,106,28,11,1,"national","medium-sized town",311,"andere Bildungsfrage","manifestation, march",1000,1,0,0,0,0,"no","no",0,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,NA,1,87106,NA,NA,NA,"france","demonstrative",0,"education",1000,0,0,0,0,0,0,0,0,0,0,"demonstrative",18.7617260787993
